,Full_Address,Percent_Increase,Rental price (per month) BEFORE the increase,Rental price (per month) AFTER the increase,Latitude,Longitude
839,"6132 Maryland Dr, Los Angeles, CA, 90048",15,26000,29995,34.0665015,-118.3627632
840,"5247 Calatrana Dr, Woodland Hills, CA, 91364",14,7450,8500,34.1648917,-118.6037384
841,"2606 James M Wood Blvd, Los Angeles, CA, 90006",15,4750,5500,34.0557514,-118.2845311
842,"7901 Berger Ave, Playa Del Rey, CA, 90293",13,15000,17000,33.9644349,-118.4319728
843,"1831 Federal Ave, Unit 11, Los Angeles, CA, 90025",15,1295,1500,34.0401246,-118.4506021
844,"10214 Candleberry Ln, Northridge, CA, 91324",25,15900,19900,34.2561485,-118.5505958
845,"817 N Whittier Dr, Beverly Hills, CA, 90210",30,150000,195000,34.0745671,-118.4193408
846,"1808 Paseo Del Mar, Palos Verdes Estates, CA, 90274",16,15000,17500,33.7810099,-118.4210824
847,"20955 Marmora St, Woodland Hills, CA, 91364",54,5500,8500,34.1503005,-118.5895092
848,"9562 Center Dr, Villa Park, CA, 92861",44,13700,19800,33.8233539,-117.8133068
849,"13616 Vose St, Van Nuys, CA, 91405",25,8000,10000,34.1982331,-118.4297563
850,"801 S Grand Ave APT 2010, Los Angeles, CA, 90017",-35,8500,5500,34.045583,-118.2587411
851,"934 n orlando, los angeles, CA, 90069",33,15000,20000,34.088083,-118.3728339
852,"9509 Cresta Dr, Los Angeles, CA, 90035",25,13500,17000,34.0471329,-118.3955672
853,"4045 Jackson Ave, Culver City , CA, 90232",94,7450,14500,34.017638,-118.3976301
854,"934 N Orlando Ave, Los Angeles, CA, 90069",33,15000,20000,34.088083,-118.3728339
855,"22740 Liberty Bell Rd, Calabasas, CA, 91302",22,7950,9750,34.1394227,-118.6215456
856,"907 Pine Grove, LA, CA, 90042",10,5250,5800,34.1314625,-118.1868437
857,"111 test street, test, CA, 11111",0,1000,1000,36.778261,-119.4179324
858,"1653 Micheltorena St APT 3, Los Angeles, CA 90026, Los Angeles, CA, 90026",12,4000,4500,34.0913153,-118.2738364
859,"(Undisclosed Address), Los Angeles, CA, 90056",20,10000,12000,33.9885683,-118.3666482
860,"748 S Cloverdale Ave, Los Angeles, CA, 90036",33,19500,26000,34.0608398,-118.3464946
861,"2213 Arizona ave, Santa Monica , CA, 90404",27,5500,7000,34.0318018,-118.4797176
862,"1105 S Barrington Ave. # 8, Los Angeles, CA, 90049",14,4795,5495,34.0507054,-118.4624672
863,"17837 Blackbrush Dr, Santa Clarita, CA, 91387",10,9500,10500,34.4211889,-118.4445774
864,"7599 Coastal View Dr, Los Angeles, CA, 90045",33,25000,33333,33.9660811,-118.4309401
865,"4411 Roma Ct, Marina Del Rey, CA, 90292",21,20500,25000,33.9728055,-118.4591781
866,"2154 Miner St, Costa Mesa, CA, 92627",25,8000,10000,33.6529132,-117.9214064
867,"600 N Soto St APT 101, Los Angeles, CA, 90033",47,1828,2700,34.0494482,-118.2057307
868,"10364 Eastborne Ave, Los Angeles, CA, 90024",80,9950,18000,34.0587246,-118.4238467
869,"15541 Aqua Verde Dr, Los Angeles, CA, 90077",18,19000,22500,34.1229319,-118.4742325
870,"6952 Solano Verde Dr, Somis, CA, 93066",35,17000,23000,34.3042934,-118.9967692
871,"1378 N Raymond Ave, Pasadena, CA, 91103",56,1600,2500,34.1694912,-118.1488571
872,"5737 Cartwright Ave, North Hollywood, CA, 91601",14,5250,6000,34.1751085,-118.3640887
873,"3856 Vista Linda Dr, Encino, CA, 91316",15,13900,16000,34.14148,-118.5288471
874,"12501 Sapphire Pl, Valley Village, CA, 91607",14,4330,4940,34.1641712,-118.4055783
875,"2444 E Del Mar Blvd UNIT 115, Pasadena, CA, 91107",10,2400,2650,34.1416925,-118.1000486
876,"4832 Whitsett Ave, Valley Village, CA, 91607",10,4500,4950,34.1587691,-118.4049108
877,"3019 Linda Ln, Santa Monica, CA, 90405",25,5400,6800,34.0070075,-118.4669999
878,"7826 Fallbrook Ave #7826, West Hills, CA, 91304",25,2000,2500,34.2127334,-118.6232259
879,"427 W Riverside Dr, Burbank, CA, 91506",21,3300,4000,34.1620625,-118.308477
880,"2249 Shoredale Ave, Los Angeles, CA, 90031",20,6200,7500,34.0889169,-118.2347683
881,"15 Outrigger St APT 102, Marina Del Rey, CA, 90292",13,3800,4300,33.9715293,-118.4599806
882,"4322 Escondido Dr, Malibu, CA, 90265",13,22000,25000,34.0468575,-118.7785356
883,"321 Beloit Ave, Los Angeles, CA, 90049",17,7000,8240,34.0669947,-118.4649777
884,"6952 Solano Verde Dr, Somis, CA, 93066",35,17000,23000,34.3042934,-118.9967692
885,"414 Pacific Ave, Venice, CA, 90291",-34,12500,8195,33.9947911,-118.4776518
886,"5059 Hermosa Ave, Eagle Rock, CA, 90041",20,2995,3600,34.1379572,-118.2077074
887,"222 7th St UNIT 202, Santa Monica, CA, 90402",15,3295,3795,34.0444648,-118.2525454
888,"934 N Orlando Ave, LOS ANGELES, CA, 90069",33,15000,20000,34.088083,-118.3728339
889,"4400 Carpenter Ave, Valley Village, CA, 91607",10,14500,16000,34.1506737,-118.3907803
890,"207 Hollister Ave, Santa Monica, CA, 90405",10,40000,44000,34.0045804,-118.4857119
891,"547 Palisades Beach Rd, Santa Monica , CA, 90402",852,21000,200000,34.023191,-118.5111494
892,"3362 1/2 Descanso Dr, Los Angeles, CA, 90026",40,1995,2795,34.0846478,-118.2766984
893,"8262 Woodshill Trail, Los Angeles, CA, 90069",73,22995,40000,34.0989257,-118.3688964
894,"4104 Huron Ave, Culver City, CA, 90232",63,2750,4500,34.009753,-118.408865
895,"1067 Palos Verdes Blvd #A, Redondo beach , CA, 90277",25,1600,2000,33.8229858,-118.3746438
896,"411 Grand Blvd, Venice, CA, 90291",17,16995,19950,33.9884692,-118.4687134
897,"715 N Rexford Dr, Beverly Hills, CA, 90210",46,37500,55000,34.080718,-118.4073443
898,"120 Galleon St, Los Angeles, CA, 90292",211,8030,25000,33.9761388,-118.4619963
899,"1433 19 th street Unit C, Santa Monica, CA, 90404",4,3195,3350,34.02875,-118.4717975
900,"5190 Horizon Dr, Malibu, CA, 90265",681,3200,25000,34.0382918,-118.8281307
901,"1217 Douglas St, 101, Los Angeles, CA, 90026",4,1630,1711,34.0741441,-118.2524567
902,"2152 crescent ave, Montrose, CA, 91029",52,8200,12500,34.2121648,-118.2239043
903,"2 El Concho Ln, Rolling Hills, CA, 90274",33,15000,20000,33.7588701,-118.3463038
904,"49 Aria St, South El Monte, CA, 91733",60,7000,11200,34.0601284,-118.0587137
905,"25247 Bigelow Rd #503-02, Torrance, CA, 90505",22,1795,2195,33.7949351,-118.3405664
906,"31663 Broad Beach Rd, Malibu, CA, 90265",10,14950,16500,34.037251,-118.8647986
907,"843 N Spaulding Ave, Los Angeles, CA, 90046",35,25900,35000,34.0866323,-118.357723
908,"3761 Greenfield Ave, Los Angeles, CA, 90034",31,3800,4999,34.0155843,-118.4138312
909,"3317 Vista Dr, Manhattan Beach, CA, 90266",83,12000,22000,33.8992709,-118.4156939
910,"5050 Casa Dr, Tarzana, CA, 91356",17,8500,10000,34.1626663,-118.5513263
911,"1900 Fox Hills Dr, Los Angeles, CA, 90025",36,11000,15000,34.0573994,-118.4203351
912,"637 N Gardner St, Los Angeles, CA, 90036",33,22500,30000,34.0829821,-118.3535248
913,"610 N Stanley Ave, Los Angeles, CA, 90036",33,22500,30000,34.08225,-118.3560757
914,"71 Linda Isle, Newport Beach, CA, 92660",18,55000,65000,33.6139588,-117.9017857
915,"7168 Rockridge Ter, West Hills, CA, 91307",10,5900,6500,34.2013107,-118.6499469
916,"213 Via Cordova, Newport Beach, CA, 92663",47,20000,29500,33.6154852,-117.9221508
917,"1524 N Sierra Bonita Ave, Los Angeles, CA 90046, Los Angeles, CA, 90046",30,15000,19500,34.09889709999999,-118.3536597
918,"10769-10771 Ashton Ave, Los Angeles, CA, 90024",100,17500,35000,34.059373,-118.4383167
919,"527 Seaward Rd, Corona Del Mar, CA, 92625",59,22000,35000,33.5927863,-117.8606633
920,"474 Rye Ct, Thousand Oaks, CA, 91362",25,10000,12500,34.1809857,-118.8375364
921,"1914 Laurel Canyon Blvd, Los Angeles, CA 90046, Los Angeles, CA, 90046",36,33000,45000,34.1063244,-118.3668439
922,"2529 Topanga Skyline Dr, Topanga, CA, 90290",22,11000,13500,34.1159469,-118.628572
923,"321 Beloit Ave, Los Angeles, CA, 90049",17,7000,8240,34.0669947,-118.4649777
924,"18007 Elgar Ave, Torrance, CA, 90504",55,2695,4195,33.8675072,-118.3289841
925,"715 N Rexford Dr,, Beverly Hills, Other, 90210",46,37500,55000,34.080718,-118.4073443
926,"508 N Canon Dr, Beverly Hills, CA, 90210",50,20000,30000,34.073441,-118.4032772
927,"2438 Riverside Pl, Los Angeles, CA, 90039",57,14000,22000,34.10094460000001,-118.2529092
928,"11730 Stonehenge Ln, Los Angeles, CA, 90077",34,48500,65000,34.1104703,-118.475605
929,"3623 Saint Elizabeth Rd, Glendale, CA, 91206",128,3500,7995,34.1774948,-118.1967499
930,"18027 Saint Andrews Pl, Torrance, CA, 90504",20,3500,4200,33.8669747,-118.3122567
931,"349 E Newman Ave, Arcadia, CA, 91006",37,2400,3300,34.1468605,-118.0210179
932,"1425 Wentworth Ave, Pasadena, CA, 91106",70,8800,15000,34.1207995,-118.134935
933,"22601 Iris Ave, Torrance, CA, 90505",33,3600,4800,33.8216966,-118.3360407
934,"161 E Las Flores Ave, Arcadia, CA, 91006",31,3200,4200,34.1164082,-118.0250586
935,"2908 Foss Ave, Arcadia, CA, 91006",80,2500,4500,34.1118194,-118.0146318
936,"1341 Sierra Alta Way, Los Angeles, CA, 90069",9,16500,18000,34.0949573,-118.3945593
937,"815 E Chestnut Ave, San Gabriel, CA, 91776",17,2800,3300,34.0865176,-118.0900236
938,"3210 Merrill Dr Apt 9, Torrance, CA, 90503",15,2250,2595,33.8300725,-118.3425574
939,"536 Quail Drive, Los Angeles, CA, 90065",23,4750,5850,34.1038433,-118.2093154
940,"3872 N Delta Ave, Rosemead, CA, 91770",11,3400,3800,34.0951252,-118.0865378
941,"280 Cherry Drive, Pasadena, CA, 91105",24,5480,6800,34.1366227,-118.180323
942,"1621 S Atlantic Blvd, Alhambra, CA, 91803",95,1880,3680,34.0750821,-118.134773
943,"19311 Inglewood Ave, Torrance, CA, 90503",35,3100,4200,33.8551279,-118.3609194
944,"1234 W 1st St, Monterey Park, CA, 91754",37,1750,2400,34.037256,-118.149445
945,"Undisclosed, Los Angeles, CA, 90056",20,10000,12000,33.9885683,-118.3666482
946,"1304 N Gardner St #1, Los Angeles, CA, 90046",36,3300,4500,34.094579,-118.3525484
947,"414 Pacific Ave, Venice, CA, 90291",52,8195,12500,33.9947911,-118.4776518
948,"3321 E Colorado Blvd #25, Pasadena, CA, 91107",21,1900,2300,34.1467425,-118.0826865
949,"11750 W Sunset Blvd Apt 311, Los Angeles, CA, 90049",24,2575,3200,34.0638072,-118.470994
950,"850 S Rosemead Blvd APT 6, Pasadena, CA, 91107",11,1695,1895,34.1320607,-118.0727822
951,"19844 Schoolcraft St, Winnetka, CA, 91306",12,3999,4500,34.1965088,-118.5660637
952,"1141 Sunset Blvd #C, Arcadia, CA, 91007",127,1100,2500,34.1251245,-118.0649413
953,"3185 Larga Ave #C, Los Angeles, CA, 90039",22,2850,3500,34.1123026,-118.25323
954,"95 N Michigan Ave #11, Pasadena, CA, 91106",19,1720,2049,34.1477156,-118.1257429
955,"420 S San Pedro APT 612, Los Angeles, CA, 90013",15,2950,3399,34.0448629,-118.2426594
956,"2243 Century Hl, Los Angeles, CA, 90067",10,8500,9400,34.054542,-118.4097137
957,"278 E Washington Blvd APT 7, Pasadena, CA, 91104",56,1850,2895,34.1685224,-118.1446802
958,"267 Barthe Dr #14, Pasadena, CA, 91103",24,2292,2850,34.1606489,-118.1560391
959,"4703 Columbus Ave, Sherman Oaks, CA, 91403",36,5300,7250,34.155779,-118.4641307
960,"501 E Del Mar Blvd APT 110, Pasadena, CA, 91101",28,2800,3600,34.1407858,-118.1401191
961,"332 N Orlando Ave, Los Angeles, CA, 90048",20,12500,15000,34.0770301,-118.3729041
962,"394 S Los Robles Ave APT 7, Pasadena, CA, 91101",34,3350,4495,34.13902789999999,-118.1408449
963,"5115 Kester Ave APT 9, Sherman Oaks, CA, 91403",43,3250,4650,34.1636451,-118.4580708
964,"3406 Larissa Dr, Los Angeles, CA, 90026",39,2295,3200,34.0869047,-118.2766927
965,"137 N Doheny Dr #3, Los Angeles, CA, 90048",47,16995,25000,34.07639890000001,-118.3901298
966,"909 El Centro St FLOOR 2-ID1158, South Pasadena, CA 91030, South Pasadena, CA, 91030",18,2630,3120,34.1145689,-118.1577681
967,"5709 Calvin Ave, Tarzana, CA, 91356",358,4800,22000,34.1747289,-118.5559546
968,"4249 Longridge Ave UNIT 303, Studio City, CA, 91604",14,2700,3100,34.147984,-118.4216558
969,"351 S Catalina St #351, Los Angeles, CA, 90020",44,3400,4900,34.0675165,-118.2956041
970,"8262 Woodshill Trl, Los Angeles , CA, 90069",73,22995,40000,34.0989257,-118.3688964
971,"11645 Montana Ave APT 304, Los Angeles, CA, 90049",24,2500,3100,34.0564151,-118.4660227
972,"351 S Catalina St #351, Los Angeles, CA 90020, Los Angeles , CA, 90020",44,3400,4900,34.0675165,-118.2956041
973,"351 S Catalina St #351, Los Angeles, CA 90020, Los Angeles , CA, 90020",44,3400,4900,34.0675165,-118.2956041
974,"917 S Berendo St #402, Los Angeles, CA 90006, Los Angeles , CA, 90006",70,2350,4000,34.0552249,-118.294434
975,"test, test, CA, 11111",0,1000,1000,36.778261,-119.4179324
976,"16 Park Ave. , Venice, CA, 90291",328,7000,30000,33.9915003,-118.4768726
977,"3019 Linda Ln, Santa Monica, CA 90405, Santa Monica, CA, 90405",25,5400,6800,34.0070075,-118.4669999
978,"14649 Addison St, Sherman Oaks, CA, 91403",13,13500,15300,34.1614614,-118.4526712
979,"17 Northstar Street, #105, Marina Del Rey, CA, 90292",18,4998,5898,33.9720629,-118.4603033
980,"134 S Carmelina Ave, Los Angeles, CA, 90049",10,13995,15500,34.0565374,-118.4801646
981,"262 Jaxine Drive , Altadena, CA, 91001",33,12000,16000,34.2065862,-118.1462089
982,"627 N Kilkea Dr, Los Angeles, CA, 90048",13,8900,10100,34.0823978,-118.3672487
983,"641 N Fuller Ave, Los Angeles, CA, 90036",21,7000,8525,34.0830425,-118.3501152
984,"6213 S Budlong Ave, Los Angeles, CA, 90044",14,1700,1950,33.9828228,-118.2959921
985,"3759 S Canfield Ave #204A, Los Angeles, CA, 90034",12,1910,2150,34.026615,-118.3950924
986,"1821 W 25th St, Los Angeles, CA, 90018",155,900,2300,34.033809,-118.3038258
987,"10982 Roebling Ave Apt. 565, Los Angeles, CA, 90024",25,3900,4900,34.0645476,-118.4491865
988,"8326 Blackburn Ave Unit 404, Los Angeles, CA, 90048",12,6200,7000,34.071737,-118.37123
989,"2025 S Sherbourne Dr, Los Angeles, CA, 90034",16,2750,3200,34.0407265,-118.3829867
990,"1508 S Beverly Glen Blvd, Los Angeles, CA, 90024",11,2550,2850,34.0610312,-118.424571
991,"22015 Mulholland Way, Woodland Hills, CA, 91364",15,6500,7500,34.152108,-118.6055482
992,"6927 Lindley Ave, Reseda, CA, 91335",66,3850,6400,34.1964028,-118.5276446
993,"18804 Nordhoff St, Northridge, CA, 91324",14,3500,4000,34.235258,-118.5428192
994,"10780 Andora Ave, Chatsworth, CA, 91311",20,3995,4800,34.2662933,-118.6038011
995,"5704 La Mirada Ave #6A, Los Angeles, CA, 90038",44,1450,2095,34.0934998,-118.3139118
996,"22028 Covello St, Canoga Park, CA, 91303",115,2550,5500,34.2070971,-118.607186
997,"15 Outrigger St APT 102, Marina Del Rey, CA, 90292",13,3800,4300,33.9715293,-118.4599806
998,"4045 Jackson Ave, Culver City, CA 90232, Culver City, CA, 90232",94,7450,14500,34.017638,-118.3976301
999,"9243 Cordell Dr, Los Angeles, CA, 90069",81,16000,29000,34.0935082,-118.3934695
1000,"2523 Abbot Kinney Blvd, Venice, CA, 90291",22,4500,5500,33.988009,-118.4556364
1001,"3323 N Knoll Dr, Los Angeles,, CA, 90068",84,6495,12000,34.128657,-118.3442005
1002,"8590 Hollywood Blvd, Los Angeles, CA, 90069",120,25000,55000,34.0990744,-118.3767214
1003,"114 N Doheny Drive (multiple), West Hollywood, CA, 90048",18,3798,4498,34.0758062,-118.3894283
1004,"3623 Saint Elizabeth, Glendale, CA, 91206",128,3500,7995,34.1774948,-118.1967499
1005,"254 Detroit St , Los Angeles, CA, 90036",43,6600,9500,34.0694393,-118.3449486
1006,"2243 Century Hl, Los Angeles, CA, 90067",10,8500,9400,34.054542,-118.4097137
1007,"1239 Rossmoyne Ave, Glendale , CA, 91207",33,7500,10000,34.1637058,-118.2412508
1008,"2243 Century HI, Century Hill, CA, 90067",10,8500,9400,34.0552687,-118.4102417
1009,"1038 25th Street, Santa Monica, CA, 90403",87,8000,15000,34.03713,-118.4807578
1010,"405 E Claremont St, Pasadena, CA, 91104",130,6500,15000,34.1670056,-118.1421463
1011,"10856 Plainview Ave, Tujunga, CA, 91042",107,4100,8500,34.2664776,-118.2977271
1012,"3247B N Big Dalton Ave, Baldwin Park, CA, 91706",10,3800,4200,34.0561187,-117.9811182
1013,"4800 Zelzah Ave, Encino, CA, 91316",41,35000,49500,34.1566195,-118.5225614
1014,"705 W Hollyvale St, Azusa, CA, 91702",20,4950,5950,34.12737240000001,-117.9150266
1015,"305 Venice Way, Venice, CA, 90291",33,15000,20000,33.9875613,-118.4696152
1016,"286 N Madison Ave, Pasadena, CA, 91101",16,2970,3470,34.1506103,-118.1380325
1017,"Melrose and N Harvard Blvd just below Western, Los Angeles, CA, 90046",9,1999,2195,34.0835442,-118.3039531
1018,"267 Barthe Dr #14 , Pasadena, CA, 91103",24,2292,2850,34.1606489,-118.1560391
1019,"11141 McVine Ave, Sunland, CA, 91040",19,6750,8075,34.2718516,-118.3117585
1020,"11843 Apple Grove Ln, Sylmar, CA, 91342",19,8000,9546,34.2860663,-118.3941646
1021,"438 Somerset Pl, La Canada Flintridge,, CA, 91101",28,12500,16000,34.19168790000001,-118.1881237
1022,"190 S Marengo Ave #12, Pasadena, CA, 91101",26,1458,1850,34.1424629,-118.1457256
1023,"202 S Raymond Ave #7, Pasadena, CA, 91105",49,2020,3010,34.1420372,-118.1484285
1024,"3319 Lowry Rd, Los Angeles, CA, 90027",30,11500,14995,34.1139636,-118.2794264
1025,"3321 E Colorado Blvd #25, Pasadena, CA, 91107",21,1900,2300,34.1467425,-118.0826865
1026,"33 Sage Ln, Bell Canyon, CA, 91307",12,25000,28000,34.2118833,-118.6849692
1027,"1016 Balboa Blvd E, Newport Beach, CA, 92661",16,30000,35000,33.6009439,-117.896439
1028,"4504 Cedros Ave, Sherman Oaks, CA, 91403",38,18000,25000,34.1532678,-118.4528329
1029,"415 W. Lemon Ave., Monrovia, CA, 91016",194,2950,8700,34.1471181,-118.0082615
1030,"202 S Sierra Vista St , Monterey Park, CA, 91755",6,4500,4800,34.0613183,-118.1154167
1031,"716 Rochedale Way, Los Angeles, CA, 90049",33,8995,12000,34.0715616,-118.486846
1032,"4800 Zelzah Ave, Encino, CA, 91316",41,35000,49500,34.1566195,-118.5225614
1033,"1829 Coldwater Canyon Dr, Beverly Hills, CA, 90210",25,34950,44000,34.1041796,-118.4057745
1034,"80 Virginia Ave, Pasadena, CA, 91107",109,4150,8700,34.1446704,-118.097013
1035,"MW Lofts - 218 N El Molino Ave , Pasadena, CA, 91101",5,4949,5240,34.149736,-118.1366535
1036,"3298 Sunset Hills Blvd, Thousand Oaks, CA, 91362",128,5900,13500,34.2243915,-118.8159357
1037,"3420 Manhattan Ave, Manhattan Beach, CA, 90266",200,13000,39000,33.8993593,-118.4180613
1038,"1220 Cabrillo Ave, Venice, CA 90291, Venice, CA, 90291",37,19975,27450,33.99063,-118.4697572
1039,"22548 Pacific Coast Hwy UNIT 408, Malibu, CA, 90265",30,11500,15000,34.0391178,-118.6663259
1040,"23625 Summit Dr, Calabasas, CA, 91302",60,7500,12000,34.1294823,-118.6436935
1041,"222 Evening Star Ln, Newport Beach, CA, 92660",32,18900,25000,33.6227989,-117.8946787
1042,"1366 Palisades Beach Rd, Santa Monica, CA, 90401",57,12500,19750,34.01358070000001,-118.4988512
1043,"3900 Hilton Head Way, Tarzana, CA, 91356",16,14500,16900,34.1418844,-118.532467
1044,"(Undisclosed Address), Calabasas, CA, 91302",81,12950,23500,34.1307949,-118.6848112
1045,"817 N Whittier Dr, Beverly Hills, CA, 90210",30,150000,195000,34.0745671,-118.4193408
1046,"(Undisclosed Address), West Hills, CA, 91304",54,12800,19800,34.2249609,-118.6556478
1047,"2243 Century Hl, Los Angeles, CA, 90067",10,8500,9400,34.054542,-118.4097137
1048,"25736 Punto De Vista Dr, Calabasas, CA, 91302",94,18000,35000,34.0833968,-118.6890148
1049,"4338 Gayle Dr, Tarzana, CA, 91356",24,22500,28000,34.1502363,-118.5497886
1050,"1879 S Norma Ln, Anaheim, CA, 92802",45,11000,16000,33.8003894,-117.9300213
1051,"9372 Nantucket Dr, Huntington Beach, CA, 92646",57,14000,22000,33.6774156,-117.9644099
1052,"5923 Carlton Way #1B-1BA, Los Angeles, CA, 90028",14,1650,1895,34.1007782,-118.3187913
1053,"17 Northstar St #105, Marina Del Rey, CA, 90292",14,4698,5398,33.9720629,-118.4603033
1054,"17151 Orange St, Fountain Valley, CA, 92708",20,10000,12000,33.7137903,-117.9586758
1055,"4 Highpoint, Newport Coast, CA, 92657",19,25000,29995,33.6013707,-117.8076272
1056,"2438 Riverside Pl, Los Angeles, CA, 90039",57,14000,22000,34.10094460000001,-118.2529092
1057,"20305 Chapter Drive, Woodland Hills, CA, 91364",23,7700,9500,34.1503607,-118.5772905
1058,"380 Trousdale Pl, Beverly Hills, CA, 90210",76,50000,88000,34.1022875,-118.3945686
1059,"9982 Beverly Grove, Beverly Hills, CA, 90210",30,65000,85000,34.0951502,-118.4273316
1060,"1124 Marilyn Dr, Beverly Hills, CA, 90210",15,65000,75000,34.0909218,-118.4175182
1061,"1104 Casiano Road, Los Angeles, CA, 90049",44,8950,12900,34.0809513,-118.4692139
1062,"204 N Woodland Ct, Montebello, CA, 90640",114,3500,7500,34.0137676,-118.110782
1063,"2189 Sunset Plaza Dr, Los Angeles, CA, 90069",28,35000,45000,34.1055559,-118.3858393
1064,"16308 Mountain Ln, Santa Clarita, CA, 91387",12,12350,13950,34.4372916,-118.421916
1065,"813 N Doheny Dr , Beverly Hills, CA, 90210",73,22975,39975,34.0884178,-118.390134
1066,"26172 Pacific Coast Hwy, Malibu, CA, 90265",18,16500,19500,34.0322434,-118.7451928
1067,"832 N Sierra Bonita Ave , Los Angeles, CA, 90046",33,20950,27950,34.0863176,-118.3540215
1068,"10660 W Wilshire Blvd #309, los angeles, CA, 90024",16,7700,9000,34.0605369,-118.4351351
1069,"22008 Gresham St, Canoga Park, CA, 91304",16,12000,14000,34.23009589999999,-118.6061635
1070,"1849 Coldwater Canyon Dr, Beverly Hills, CA, 90210",45,24000,35000,34.104738,-118.4057787
1071,"17025 Labrador St, Northridge, CA, 91325",25,6800,8500,34.2495097,-118.5035063
1072,"5902 fallbrook Ave, woodland hills, CA, 91367",74,4300,7500,34.1775637,-118.6229933
1073,"721 N Spaulding Ave, Los Angeles, CA, 90046",50,20000,30000,34.0844105,-118.3577351
1074,"5450 Oakdale Ave, Woodland Hills, CA, 91364",15,6900,8000,34.1697501,-118.5657112
1075,"5735 Melvin Ave, Tarzana, CA, 91356",25,12000,15000,34.1754308,-118.5604164
1076,"735 N Ogden Dr, Los Angeles, CA, 90046",14,10500,12000,34.0848747,-118.3597821
1077,"5150 calvin ave, tarzana , CA, 91356",27,14900,19000,34.1653272,-118.5548435
1078,"5911 Saturn St, Los Angeles, CA, 90035",14,7000,8000,34.0501296,-118.3685098
1079,"20111 Glacier Cir, Huntington Beach, CA, 92646",42,6300,9000,33.6706259,-117.9605694
1080,"916 Georgia St, Los Angeles , CA, 90016",192,1095,3200,34.0469702,-118.2659638
1081,"20305 Chapter Dr, Woodland Hills, CA, 91346",23,7700,9500,34.1503607,-118.5772905
1082,"2179 La Granada Dr, Thousand Oaks, CA, 91362",54,5500,8500,34.1914501,-118.8395368
1083,"735 N ogden dr, los angeles, CA, 90046",14,10500,12000,34.0848747,-118.3597821
1084,"17025 Labrador St, Northridge, CA, 91325",25,6800,8500,34.2495097,-118.5035063
1085,"5252 Darro Rd, Woodland Hills, CA, 91364",38,17999,24999,34.1648883,-118.5990756
1086,"8875 Cynthia St #B, West Hollywood, CA, 90069",24,7999,9995,34.0874063,-118.3853921
1087,"20552 Bergamo Way, Porter Ranch, CA, 91326",14,13500,15500,34.2760078,-118.5812726
1088,"809 N Roxbury Dr, Beverly Hills, CA, 90210",25,30000,37500,34.0753827,-118.4173859
1089,"2290 gloaming way, beverly hills, CA, 90210",10,13500,14850,34.1139284,-118.4017923
1090,"11019 Hartsook St, North Hollywood, CA 91601, North Hollywood, CA, 91601",38,1050,1450,34.1640937,-118.3712803
1091,"9631 Random Dr, Anaheim, CA, 92804",25,7950,9950,33.8244267,-117.9650756
1092,"1716 N Sierra Bonita Ave, Pasadena, CA, 91104",43,1881,2700,34.1757062,-118.1179699
1093,"9962 Pacific Ave, Anaheim, CA, 92804",136,3595,8500,33.80753010000001,-117.9593704
1094,"1915 Minoru Dr APT 1C, Altadena, CA, 91001",13,1850,2095,34.178806,-118.1114672
1095,"5450 oakdale ave, woodland hills, CA, 91364",15,6900,8000,34.1697501,-118.5657112
1096,"13 Glorieta W, Irvine, CA, 92620",45,5500,8000,33.7203725,-117.7607019
1097,"11271 Otsego St #204, North Hollywood, CA, 91601",13,2195,2495,34.1631211,-118.3770924
1098,"5911 saturn st, los angeles, CA, 90035",14,7000,8000,34.0501296,-118.3685098
1099,"8262 Woodshill Trl, Los Angeles, CA, 90069",73,22995,40000,34.0989257,-118.3688964
1100,"3360 Tyburn St, Los Angeles, CA, 90039",143,2300,5600,34.1173061,-118.2558257
1101,"141 HOLLISTER AVE, Santa Monica, CA, 90405",92,25000,48000,34.0037658,-118.4872424
1102,"2511 Brighton Avenue NE, Minneapolis, Other, 55418",0,2000,2000,45.0134792,-93.2340883
1103,"6015 Saturn Street, Los Angeles, CA, 90035",13,3000,3400,34.0509324,-118.3722411
1104,"(Undisclosed Address), Reseda, CA, 91335",112,3995,8500,34.2035088,-118.5389414
1105,"200 N San Fernando Rd APT 514, Los Angeles, CA, 90031",20,4995,6000,34.0768653,-118.2221004
1106,"280 Cherry Drive, Pasadena, CA, 91105",24,5480,6800,34.1366227,-118.180323
1107,"11659 Chandler Blvd APT 8, north hollywood, CA, 91601",13,1495,1695,34.168994,-118.3864409
1108,"11659 Chandler Blvd APT 8, north hollywood, CA, 91601",18,1595,1895,34.168994,-118.3864409
1109,"11659 Chandler Blvd APT 4, north hollywood, CA, 91601",26,1495,1895,34.168994,-118.3864409
1110,"1526 E 1st St #1, Los Angeles, CA, 90033",33,1500,2000,34.0472575,-118.223103
1111,"4657 Tujunga Ave APT 101, North Hollywood, CA, 91602",35,2400,3250,34.1555804,-118.3794657
1112,"2511 Brighton Avenue NE, Minneapolis, Other, 55418",20,50000,60000,45.0134792,-93.2340883
1113,"13341 Cromwell Dr, Tustin, CA, 92780",38,6500,9000,33.7390026,-117.8055635
1114,"1928 Melwood Dr, Glendale, CA, 91207",66,15000,25000,34.1674733,-118.2448197
1115,"6817 E Bacarro St,, Long Beach, CA, 90815",28,6999,8999,33.7846548,-118.1003716
